"","text","score"
"322","girls day today and i had so much fun <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E62><U+2764><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E37>",1
"323","me amp mygirls",0
"324","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> where there’s a there’s a",0
"325","of course there were these lovely ladies too <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>",1
"326","experimenting with new poses lately <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+2665><U+FE0F> …",0
"327","before i hit the bottom top of the stairs",1
"328","year olds are hard to take pictures with so char did <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E33>",-1
"329","my chicks bad badder than urs <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62>
 
 
 
 playa…",-1
"330","volleyball yeahhh<U+203C><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+393C><U+3E30>",0
"331","love letters from ted bundy",1
"332","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>
 stockton seaview hotel and golf club",0
"333","meeting baby sister <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",0
"334","sister love <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>
 
 
 
 
 
 
 
 
 …",1
"335","loved last night with this lot amp prosecco <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E35><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+623C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E33>",1
"336","last one best one",1
"337","had a blast today in the mall at the arcade <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>…",0
"338","what i wouldn t give to see and on the same show <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> i think i d be bouncing off the walls",0
"339","baby ruby wasn’t super happy about taking a selfie lol ha ha …",2
"340","there are no words to describe my excitement for these girls they’ve worked so hard for this congrats to the jv l…",1
"341","watchin <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",0
"342","with <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64><U+2728><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E66>…",0
"343","my loves <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> …",1
"344","oh nooooo i take care of you both",0
"345","it s hard to believe this was just a few weeks away thank you again to everyone who was involved in making “las…",0
"346","•sweetsunday• <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E36><U+383C><U+3E34><U+2728><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E39>
 
 
 
 …",0
"347","twinning <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",0
"348","so proud of for making it to the years in a row they played…",1
"349","waaaaah mygirls <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>",0
"350","mygirls <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",0
"351","with and the <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+623C><U+3E31> …",0
"352","big day for the girls confirmation for ri st acceptance letter to ryerson university for alex<U+2764><U+FE0F> stop growing b…",0
"353","owiiiii ou bien me amp mygirls",0
"354","the mind numbing minutes sat waiting in the car with a bored nine yr old waiting for the wife to finish spending more money i…",-1
"355","the mind numbing minutes sat waiting in the car with a bored nine yr old waiting for the wife to finish spending mo…",-1
"356","you’re willing to go out of your way to make others comfortabl more for gemini",1
"357","snow day fun …",1
"358","and mommy mrs efstathiou woodland hills wildlife estate",0
"359","trying to take a selfie with both my girls is becoming increasingly difficult 
 …",-1
"360","girls game morning <U+2764>

 …",0
"361","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+623C><U+3E36> 
 this place is heaven",1
"362","hyper girls off to get their flowergirl dresses <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+623C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+623C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61> …",0
"363","sun sand us 
 baga beach",0
"364","do any mygirls or myboys know a good fanbase i can follow for updates on the myname members <U+B9C8><U+C774><U+B124><U+C784>",1
"365","meditations by jj van zon",0
"366","lego downtown la",0
"367","my girls ibdabblin",0
"368","twinning stripes",0
"369","heeeeyyy sexy ladies <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+623C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+623C><U+3E36>",1
"370","happy birthday nikki love you amp dt with my whole heart …",2
"371","mother amp daughter having a sip of ice tea bistro con ga phap",0
"372","i m crying",0
"373","spectra luxury apartments ft myers",1
"374","last night was done right happy birthday ms sofia <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35><U+2728><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62> …",2
"375","still my two favorite everbrandy jsullivanmusic …",1
"376","riley and maya went to france <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E37> without cory and topanga like riley wanted in game night <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>",1
"377","wouldn’t wanna be weird with anyone else<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E61>",-1
"378","seeing my fav og camgirls from the studio tonight <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",1
"379","our pile of mussel shells vs the girls pile <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> …",0
"380","well i m sold",1
"381","find your clan love them hard still celebrating …",0
"382","cousins <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37>",0
"383","sometimes i have to pinch myself i’m one lucky guy",0
"384","another weekend to spend with these …",0
"385","is it sad that i am just as excited as my two yr olds to be watching brand new paw patrol <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>",0
"386","finally playing nice together after days of arguing <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64>",1
"387","bishop s hull",0
"388","last night was one of the best nights of my life <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+623C><U+3E39>",1
"389","never really knew how much im gonna miss something until its gone",-1
"390","spending a wonderful night with always love catching up…",2
"391","your domestic circumstances are probably more manageable these more for gemini",1
"392","bigstar s sunghak <U+26C4>
 myname s insoo <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E63> also after seeing my username he commented <U+B2E4><U+AC19><U+C774> <U+D558><U+B098> <U+B458> <U+C14B> whic…",0
"393","days robyn and calissi away with daddy to try get baby milk",0
"394","for all",0
"395","i didn t say it yet but i really appreciate all the support from mygirls and myboys about my lyrics blog<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64> thank you <U+2764><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E61>…",3
"396","skyler practicing her swimming for croatia gardens western…",0
"397","first snow <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>",0
"398","your power is not defined with trying to be a man when your the key to all greatness happy women’s history month…",2
"399","lol always wanting it doesn’t even faze them anymore <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> …",-1
"400","me thank god ioi are over that group was a disaster with not one single good song
chungha …",1
"401","just me and my girls <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> shondarhimes …",0
"402","excited to see these two goofballs but first some interviews http …",1
"403","from south to north and vice versa <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39>
 
 
 
 …",-1
"404","happy hour with the crew bottlecap alley…",1
"405","they braid each other up before games …",0
"406","you know your harley is sweet when your girl talks about and tells more people about it than you do …",1
"407","gonna miss seeing these ladies in class",-1
"408","what’s on my work table love …",2
"409","mmm beach and annoying sand 

 …",-1
"410","<U+2501> hi <U+2200> <U+30CE>~ <U+2661> 

this is new pics account to myname s junq
i hope mygirls myboys amp fans support me <U+0669> <U+25D5><U+203F><U+25D5> <U+06F6>…",2
"411","good day with my little’s love them so much<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> <U+2764><U+FE0F>",2
"412","my two big dipsticks",0
"413","taken down at the river days apart what is with this weather h…",0
"414","new wheels",0
"415","i love you all <U+2764><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E36>",1
"416","great season ladies <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+623C><U+3E33> me amp",1
"417","when you are watching ur neices cuz they had a half day of school and they hungry no problem aunty lex to the rescu…",-1
"418","we live in paradise running to school this morning <U+2764><U+FE0F>",1
"419","taken down at the river days apart what is with this weather",0
"420","if we get together yo it s gonna be the bomb 
hit me up baby aaron carter dot com …",-1
"421","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E62> she’s reading to her baby sister again",0
"422","my girls paige darian",0
"423","reading with",0
"424","after a treck out in that awful weather to get some bits needed we are being as lazy as possible and keeping warm i…",-1
"425","these two though <U+263A><U+FE0F><U+2764><U+FE0F> …",0
"426","the white rabbit amp peter rabbit <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+623C><U+3E30> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+383C><U+3E34>",0
"427","i wanted to be there t t lovely <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>i can feel all their love to our boys 
thank you to instagram nessiesenpai…",3
"428","career day at school <U+2764><U+FE0F>",0
"429","amp all of my sisters <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64><U+2665><U+FE0F>",0
"430","my girls <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E36>",0
"431","it’s and i want to know what you’re thankful for <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>

 …",1
"432","you may find unexpected calm in the middle of a sea of change more for gemini",0
"433","if only everyday could be this chill <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E63> …",-1
"434","this is the only photo i feel like is indicated to post in it s my first time participating ahah so ma…",1
"435","no nursery run means morning snuggles <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>",0
"436","relaxing day

 …",0
"437","has mentioned twice on so far and we’re two episodes in i see a calab or…",0
