"","text","score"
"175","“reflections” <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E66>",0
"176","calling all creators let’s change sport let’s change lives let’s create",0
"177","the colorway of my is out now get yours here",0
"178","make moves <U+26BD><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64>
 
 
 
 
 …",0
"179","tom on instagram in the gym or on the board i am 
 
part i of…",0
"180","reasons not to miss <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> 
 

 
 
 

 …",-1
"181","triple black friday not sure which to rock <U+26AB><U+FE0F><U+26AB><U+FE0F><U+26AB><U+FE0F>",0
"182","let s play 
 created with design home download and let s play …",0
"183","crossbar king <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E35><U+383C><U+3E35><U+26BD><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31> head over to the youtube channel to watch this video in full <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E61> 
some epic attempts<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E31>must watc…",0
"184","keeping it simple <U+2728>",0
"185","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E37> thanks to we have a pair of turbocharge ace boots to giveaway signed by the skipper rt to enter 

 …",0
"186","rising to the challenges of digital marketing 

kremena is 

learn more at adidas careers …",0
"187","liberty and justice for all the am mn cleat from",1
"188","it is going to be a great atmosphere at san siro tomorrow <U+2764><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E36><U+613C><U+3E34> let s do this together for <U+26BD> …",1
"189","i dont know about you but all i know is that am born to rule",0
"190","straight from the shadows 
frighten defences in the new nocturnal skin exclusively available via the glitch…",0
"191","play to be feared 
the new nocturnal skin exclusively available via the glitch app in <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E61> amp <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E37>
 …",0
"192","the ultimate stage awaits 
leo messi is",0
"193","these eyes will not be blinded by the light <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>

 …",0
"194","blackout pack nite crawler football boots available at soccer village shop now …",1
"195","introducing the new cold blooded pack 
exclusively available on",0
"196","ready for the next match in the new third shirt let’s go",1
"197","adidas predator accelerator with added elastic <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E35>
<U+26AB><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E34><U+26AA>
one of the greats 
 …",0
"198","this goalie is going to see in his nightmares just an example of why…",0
"199","hand illustrated baby created for the event for …",0
"200","pharrell x adidas nmd human race pink glow march https …",1
"201","the la reine never looked better with the kits i designed for them it is coming <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E63> 
i want to be the g o …",1
"202","today’s on feet love these",1
"203","back with a bang <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E35> 
<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E38>",0
"204","early morning on the road 

 …",0
"205","built from the same baseline <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+393C><U+3E30>
see my creativity",0
"206","probably not the best idea to wear this in london today but",1
"207","the egyptian king has a need for speed <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>
 in",0
"208","about last evening <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E61><U+26BD>",0
"209","dressed like a world champion <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E61>",2
"210","yo
facebook ian ruiz
instagram ianruiz",0
"211","trends for los angeles
 promoted
 
jaylen brown
kim jong un
 …",0
"212","a god amongst kings <U+2755><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E66>",0
"213","from the stadium to the street <U+26BD><U+FE0F>
see my creativity",0
"214","calling all creators the game changers the difference makers the boundary breakers 
it s a new day create something 
 …",0
"215","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E61><U+613C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E30>round of high school tryouts this sunday don’t forget to register if you weren’t there last week we are o…",0
"216","it’s back",0
"217","with a bold mix of materials and clashes of colors these twinstrike shoes offer a high energy vintage look and a chun…",0
"218","london goes again 
fc samba take the trophy and a spot on s pre season tour in front of and…",1
"219","straight from the shadows 
frighten defences in the new nocturnal skin exclusively available via the glitch app …",-1
"220","creating in the key <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E30>
see my creativity",0
"221","anyone else feeling this lace swap needed more stripes https…",0
"222","anyone else feeling this lace swap needed more stripes",0
"223","i had lots of important stuff to do today so i made a fart stamp instead",1
"224","i must admit that i have been sleeping on these for a very long time these are dope on feet boosty boyz…",-1
"225","add london to the list <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E63>
leo messi is",0
"226","the alarm clock to up from the kids mama is home",-1
"227","peace",1
"228","and for what they can inspire",1
"229","new blue and true to <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E35>
the home kit is available now",1
"230","great experience in india",1
"231","i am the world we are all looking for",0
"232","is life can we create an “r” emoji and have it put on cleats shoes or use “<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E62><U+613C><U+3E31><U+2694><U+FE0F>” just a creator …",0
"233","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E61> amp <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E36> straight to feet 
 …",0
"234","i m the we all deserve",0
"235","want to go to on april st …",0
"236","with a bold mix of materials and clashes of colors these twinstrike shoes offer a high energy vintage look and a c…",0
"237","hey here is another for next week i need to clear it out …",1
"238","hey you want to go to i can assist here is for next week at the i would need to…",0
"239","concentrate on trying to win otherwise why be an athlete",1
"240","update <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61>
 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E39>…",0
"241","i ll repeat u everyday most beautiful amp charming woman on earth …",2
"242","all black everything 
introducing the new nite crawler pack from the stadium to the street",0
"243","never really connected athleticism and creativity i’m into this good play",1
"244","we’re all human",0
"245","changed the game 
 <U+FE0F><U+20E3><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E36><U+393C><U+3E39>
 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64>
 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64>
 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E63>
 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E30>
 …",0
"246","changed the game 
 <U+FE0F><U+20E3><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E36><U+393C><U+3E39>
 
 
 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E63>
 <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E30>
 …",0
"247","a great campaign by celebrating we are all one in sport united through creativity and passion …",2
"248","a great campaign by celebrating we are all one in sport united through creativity and passion…",1
"249","super proud to be apart of this amazing team <U+2764><U+FE0F> disappointed we couldn’t get the win last night but we…",3
"250","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E34><U+26AB><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E36><U+393C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E35> 
our new home kit by",0
"251","sexy videos for the fappening",1
"252","so good to see …",1
"253","we are all equals …",0
"254","i see so many talented and inspirational artists such amazing and creative individuals",4
"255","hi you want me to assist you",0
"256","long interesting read with link s to facts <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E39> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61> …",1
"257","martial fc <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>",0
"258","i n v i s i b l e shoes 
 
 
no filter used 
 …",0
"259","update he got a salad for lunch with dressing on the side",0
"260","still copies left of last year s epic meeting of the minds between officesoft progenitors azuresands and your…",0
"261","very nice <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+270C><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62>",1
"262","can anyone tell me if these havens fit the same as all the other s <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E34>if you have them plzzz chime in …",0
"263","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E35> were invited to the studios in brick lane tonight for …",0
"264","w le donne 
long live women",0
"265","we all matter …",0
"266","recital knox college
<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E63> tomorrow mar pm
william porter organ",-1
"267","header 

 and lads for arsenal",0
"268","we will get there …",0
"269","sneak peek from our coolr photo shoot that happened last week with 

let us know what you think 

 …",-1
"270","my son",0
"271","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30> x <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E34><U+653C><U+3E64><U+613C><U+3E64><U+383C><U+3E30><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E37><U+653C><U+3E64><U+613C><U+3E64><U+383C><U+3E30><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E32><U+653C><U+3E64><U+613C><U+3E64><U+383C><U+3E30><U+653C><U+3E64><U+623C><U+3E31><U+623C><U+3E37><U+653C><U+3E64><U+613C><U+3E64><U+383C><U+3E30><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E64><U+383C><U+3E30><U+653C><U+3E64><U+623C><U+3E31><U+623C><U+3E33><U+653C><U+3E64><U+613C><U+3E64><U+383C><U+3E30><U+653C><U+3E64><U+623C><U+3E31><U+623C><U+3E66> are and i’m here for it",0
"272","wifey flexing her parley adizero i must say the ladies make the shoes look so much better on feet <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30>…",1
"273","wifey flexing her parley adizero i must say the ladies make the shoes look so much better on…",1
"274","s makes it look so easy",1
"275","shouts to the homie and folks got my tee yesterday but showing love today great message and even bet…",2
"276","speed by 
directed by 
out now",0
"277","me too i’m here to create too<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>",0
"278","waves hands frantically i’m",-1
"279","throwback thursday nothing better than that winning feeling <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E35>",2
"280","it happen for certain actions their marketing right now is i believe they’re looking for c…",1
"281","superior street ware for superior ballers <U+26BD><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35> 

<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E38> 
 …",2
"282","da green and orange fit 
jacket was a recent thrift find for bux 
 …",1
"283","i totally agree my life is all about creations being an athletes or artist is all creating this to brin…",0
"284","an masterclass 
watch episode of feat amp patrick c…",1
"285","happy women’s day …",1
"286","feels good to be back home amp had a great day with my <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> starting tomorrow night …",2
"287","there s nowt for free in life dear prose you can be but have to suff…",1
"288","and don’t criminalize immigrants and legalize racial profiling block the racist the rule of l…",-1
"289","my first pair loving these pairs first time sprinted in these and they felt so good hoping to get…",2
"290","last week we had the pleasure of woking with tango league champions 

here s our video recap of the tra…",1
"291","last week we were put through our paces by world renown coaching team 
here’s a quick video recap…",1
"292","last week we were put through our paces by world renown coaching team 
here’s a quick v…",1
"293","perhaps they used to call it just “dream” theory 
     …",0
"294","gearing up for st patrick s week with my band 
<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E37>",0
"295","i m buzzing to be working with the rest of the team on the brand new stadium concept at …",-1
"296","good morning hope all is well so any idea when the wi…",2
"297","resourceful humble and flexible to change 

kremena is 

discover your story at adidas careers",3
"298","turin italy",0
"299","sneak peek from our coolr photo shoot that happened last week with 

let us know what you think …",-1
"300","crossbar king <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E35><U+383C><U+3E35><U+26BD><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31> head over to the youtube channel to watch this video in full <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E61> 
some epic attempts<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E31>m…",0
"301","great win strong performance from the boys <U+26BD><U+FE0F>",3
"302","great comeback from the boys last night looking forward to the second leg at wembley <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64><U+26BD><U+FE0F> https t…",1
"303","ffffffff i forgot i don’t have classes at am on thursday’s they start at i’m sitting here hours early feel…",0
"304","is an inspiration to all who meet her amp watch her fight we are searching for sponsors…",1
"305","wya doe",0
"306","cold blooded control 
the new available now here",0
"307","hutton house is …",0
"308","maestro <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31>
the greatest of all time is ready for the",2
"309","don t forget to say bismillah dude it is going to be a great atmosphere at san siro tomorrow <U+2764><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E36><U+613C><U+3E34> let s…",1
"310","what a night <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E35>",0
"311","you gotta love those california campus tracks <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+623C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+393C><U+3E66>
 
 …",1
"312","time to make it count 
leo messi leads 
 
<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E38>",1
"313","another hat trick <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E39>
messi s magic show continues",0
"314","welcome to the leo messi show",1
"315","when women support each other we go far lt",1
"316","what a great advertising by on this <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64>",1
"317","finally pop d the tags off of these …",0
"318","predator is back",0
"319","athletes vs creativity 
no connection whatsoever <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E66>",0
"320","shouts to the homie and folks got my tee yesterday but showing love today great message and…",2
"321","celebrating all my phenomenal women today especially all the women i get to make exciting and important work…",3
"322","celebrating all my phenomenal women today especially all the women i get to make exciting and important w…",3
"323","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31> of ny <U+2B50><U+FE0F> in la 

congrats",0
"324","three stripes from day one keep us updated on his progress leo",1
"325","thank you to all the extraordinary women who contribute so much to rubicon technology we honor you toda…",3
"326","enjoy them bra go score a few goals for me",1
"327","the return of on my feet <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E66>",0
"328","",0
"329","i m the greatest athlete of all time to survive amp thrive after months of hardcore psychosis amp total years of…",2
"330","a little preview of the campaign shot by me with this amazing ladies 

 …",1
"331","good commercial but you forgot again to include the sport with fastest in the uk aft…",2
"332","is your business attending health gb contact hello productions co uk for your no obligation exhibitio…",0
"333","a bit of thursday morning motivation <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63>",0
"334","i love this game <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E35>",1
"335","see my creativity by",0
"336","<U+2763><U+FE0F><U+2734><U+FE0F><U+2763><U+FE0F> new profil pic <U+263A><U+FE0F>",0
"337","···
it is going to be a great atmosphere at san siro tomorrow <U+2764><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E36><U+613C><U+3E34> let s do this together for …",1
"338","self birthday gift appreciation tweet
new bae<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>",0
"339","today was a fun day o o did some shooting 

pictures",1
"340","make waves <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E61>
the all new ocean storm introduced by leo messi 
exclusively available here",1
"341","human x species 

pharrell hu nmd “human species”

with more pharell’s releasing soon i thought i’d post some throwback…",0
"342","fair to say cricket is the game of gentlemen 
because of the likes of tiger pataudi",2
"343","make that dream a reality felicia show us how you re <U+2728>",0
"344","recognize athletes for what matters most creativity 

um this makes no sense athletes perform",0
"345","we are making a new sport that people don’t even know about but there will be world championships for all to parti…",0
"346","today’s on feet",0
"347","siempre con <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>
creating my story with adidas <U+26A1>",0
"348","black it out 
 x nmd",0
"349","recognize us for what we are creators",0
"350","current word count hoping by the end of the month i will be at and closer to finishing my story firs…",0
"351","stay in focus 

ultra boost solar red

 
 
 
 

 
 …",1
"352","current word count hoping by the end of the month i will be at and closer to finishing my story …",0
"353","my first pair loving these pairs first time sprinted in these and they felt so good hoping t…",2
"354","thrilled to see and on fire last night was once again unstoppable …",1
"355","ball handling drill <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30> https…",0
"356","i mean come on though top left is textbook eye cake i d be inclined to lick pre wear <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>",1
"357","ball handling drill <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30>",0
